Steps,Policy/Entropy,Policy/Learning Rate,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Value Estimate,Policy/Extrinsic Reward,Losses/Value Loss,Losses/Policy Loss,Losses/Q1 Loss,Losses/Q2 Loss,Policy/Entropy Coeff
4000,1.9699464,0.00029999999,-0.11764705926179886,15.881856540084389,1.1156598,-0.11864407011702405,0.034082938,-1.4636803,0.0029304307,0.0025559957,0.4943615
8000,1.9561201,0.00029999999,-0.11963266363752542,16.0,2.1994865,-0.11864407022751994,0.023069626,-2.2334776,0.004569378,0.0047863517,0.48144528
12000,1.9381574,0.00029999996,-0.1169024576209014,16.0,2.710362,-0.11689612231356032,0.076835334,-2.7889156,0.017189024,0.016333003,0.46728885
16000,1.9473176,0.00029999999,-0.11865258968283987,16.0,3.3315632,-0.11939925132913792,0.031024517,-3.3471723,0.0053992146,0.0059314813,0.45351562
20000,1.9523623,0.00029999999,-0.11450012146261494,16.0,3.783555,-0.11340977231009026,0.052414544,-3.8166504,0.014283468,0.014501832,0.43991047
24000,1.9503702,0.00029999999,-0.12197606360692999,16.0,4.2327423,-0.12265331905255926,0.079478346,-4.206883,0.018011378,0.016851448,0.4266545
28000,1.9506007,0.00029999996,-0.12044817972041312,16.0,4.504592,-0.11989987735101518,0.046748303,-4.5768595,0.0100477105,0.009334231,0.4139057
32000,1.9642798,0.00029999996,-0.1196581201038809,16.0,4.826158,-0.1196495642687412,0.08060118,-4.8316,0.016288973,0.016944937,0.40187618
36000,1.9522045,0.00029999999,-0.11963266363752542,16.0,5.1424074,-0.11939182681804997,0.05839026,-5.077337,0.012364843,0.013377703,0.39032552
40000,1.960547,0.00029999999,-0.11069744394675589,16.0,5.234216,-0.11038798715205903,0.07331811,-5.287509,0.017284732,0.01836071,0.3788321
44000,1.9439125,0.00029999999,-0.11588738102497709,16.0,5.489664,-0.11564455793258992,0.021424185,-5.4806924,0.0041087996,0.004021513,0.36749533
48000,1.9606599,0.00029999999,-0.11990950270914115,16.0,5.6020985,-0.1208873400464654,0.0051583615,-5.6090665,0.0012435535,0.0011537372,0.35627398
52000,1.9488896,0.00029999996,-0.11417225160427737,16.0,5.6849794,-0.11314142891701232,0.0071530864,-5.6985803,0.0017790742,0.0015419713,0.3451981
56000,1.9499686,0.00029999999,-0.11010558110399124,16.0,5.725431,-0.11113892587575507,0.017228715,-5.745991,0.0037770304,0.0037429517,0.33450457
60000,1.9568995,0.00029999999,-0.11069744394675589,16.0,5.7660913,-0.1106679978606812,0.060748708,-5.772018,0.013247079,0.015543269,0.32421497
64000,1.959591,0.00029999999,-0.1103569637092515,16.0,5.8329315,-0.10988736116188638,0.045414302,-5.8494353,0.007939583,0.009873525,0.3142863
68000,1.9495553,0.00029999999,-0.11293124886944828,16.0,5.822491,-0.11389236795775434,0.03678082,-5.85013,0.009022941,0.008632126,0.30478173
72000,1.958538,0.00029999996,-0.11161387673555276,16.0,5.8073764,-0.11188986450433731,0.038825996,-5.807839,0.00959969,0.0096624885,0.29538557
76000,1.9533213,0.00029999999,-0.12217194615648343,16.0,5.7617664,-0.12113659265372208,0.030600388,-5.7720475,0.007432557,0.007449098,0.28629714
80000,1.9742601,0.00029999999,-0.11888806199662796,16.0,5.6923547,-0.11889862565601125,0.024132462,-5.7005854,0.005912854,0.006043526,0.27771243
84000,1.9649756,0.00029999999,-0.11186525934081301,16.0,5.616329,-0.11188986464700801,0.02074235,-5.6459723,0.0052387533,0.004967885,0.26946336
88000,1.9718574,0.00029999999,-0.11691176514141262,16.0,5.5868416,-0.11714855650976552,0.014088322,-5.5705566,0.0036990072,0.0036462604,0.26166052
92000,1.9691627,0.00029999999,-0.11764705926179886,16.0,5.486411,-0.11739674805009619,0.011594602,-5.491207,0.0030744057,0.0029308647,0.25397563
96000,1.983008,0.00029999999,-0.12274000555018842,16.0,5.4288616,-0.12290363203971943,0.009562733,-5.407374,0.0027125084,0.0026098192,0.24635838
100000,1.9767264,0.00029999999,-0.11593137298089763,16.0,5.319174,-0.11589487084048859,0.0091528855,-5.324975,0.0025173274,0.0024487705,0.23909993
104000,1.9768127,0.00029999999,-0.10466004622640548,16.0,5.221526,-0.10443669170835766,0.008155288,-5.2356615,0.0023039961,0.002222136,0.23214819
108000,1.990291,0.00029999999,-0.1183823533821851,16.0,5.1583185,-0.118397999792657,0.0072495206,-5.144418,0.0021503686,0.0020871365,0.22525239
112000,1.9908025,0.00029999999,-0.11917494314831573,16.0,5.04056,-0.119649564205332,0.006767739,-5.038441,0.0019577243,0.0019180462,0.21843754
116000,1.9986714,0.00029999996,-0.12012906473145707,16.0,4.9348836,-0.11939182703904176,0.0061790524,-4.936657,0.0018228297,0.0017999097,0.2117158
120000,1.9954176,0.00029999999,-0.13298139818267435,16.0,4.8459454,-0.1336670863818615,0.0049440786,-4.827646,0.0015538543,0.0015235208,0.20489858
124000,2.0005624,0.00029999999,-0.1315462898918848,16.0,4.706993,-0.13066333162974805,0.0048925285,-4.7181435,0.0015662103,0.0014959965,0.19829002
128000,2.0048091,0.00029999999,-0.12518853741960648,16.0,4.6115394,-0.12637088962404405,0.0050293654,-4.609294,0.0015768759,0.0015018845,0.19214404
132000,1.9956207,0.00029999999,-0.12443438960382572,16.0,4.492417,-0.1234042578238122,0.004869148,-4.495137,0.0014922546,0.0014257806,0.18612055
136000,1.9916794,0.00029999999,-0.12426470634527505,16.0,4.3873363,-0.12340425750676622,0.0039748447,-4.3890214,0.001262751,0.0012556299,0.18017085
140000,1.9801921,0.00029999999,-0.12468577220908597,16.0,4.280339,-0.12565707383637734,0.0028790182,-4.274981,0.0010580316,0.0010444087,0.17448367
144000,1.9953991,0.00029999996,-0.12141779834070267,16.0,4.168983,-0.12213360134638467,0.0023579109,-4.1664963,0.0009193099,0.0009117898,0.16886783
148000,1.9954469,0.00029999999,-0.11764705926179886,16.0,4.0542855,-0.1171464352848682,0.0022163151,-4.0536366,0.00089555624,0.00088011945,0.1634577
152000,1.9975852,0.00029999999,-0.12161826801325198,16.0,3.9521294,-0.1211514414307919,0.0029818523,-3.9471447,0.0010655797,0.0010504137,0.1583169
156000,1.993906,0.00029999999,-0.11990950270914115,16.0,3.8381786,-0.12038883604740692,0.0033554132,-3.8410165,0.0010745921,0.0010454138,0.15319681
160000,1.9959905,0.00029999996,-0.12393162439330521,16.0,3.7305279,-0.12440550918591783,0.0035149409,-3.7332659,0.0010671896,0.0010321438,0.14832614
164000,1.9931098,0.00029999999,-0.11590965543303812,16.0,3.6340773,-0.11514393221190636,0.0023312264,-3.629257,0.0008128977,0.00079577224,0.14359167
168000,1.9917685,0.00029999999,-0.12757508114043167,16.0,3.519608,-0.12765957671911157,0.0020113736,-3.5230646,0.00074346794,0.0007350732,0.13890268
172000,1.9949598,0.00029999999,-0.12186646856021781,16.0,3.419338,-0.12213360150423595,0.0025907466,-3.4204822,0.0008675186,0.0008662313,0.13444509
176000,1.9992273,0.00029999999,-0.1290642844222266,16.0,3.3343983,-0.12891114148053717,0.002994992,-3.3178933,0.00089056283,0.0008690272,0.13018937
180000,1.9993328,0.00029999996,-0.12100103244250804,16.0,3.2186694,-0.12190238024960173,0.0021810378,-3.22533,0.00071951404,0.00072149193,0.12611124
184000,1.9896569,0.00029999999,-0.12181372594398757,16.0,3.130479,-0.12213360155159134,0.0017165301,-3.1297476,0.00063685456,0.0006385491,0.12215006
188000,2.0017624,0.00029999999,-0.11917494314831573,16.0,3.0350626,-0.1186483123676574,0.0014238475,-3.035687,0.000589045,0.0005806127,0.11828146
192000,1.9980109,0.00029999999,-0.12633407840560257,16.0,2.9464397,-0.1261576994777994,0.001328218,-2.9410303,0.00054853107,0.0005423031,0.11448915
196000,2.0057087,0.00029999999,-0.12594268523538724,16.0,2.8504834,-0.12562313327029095,0.0014302551,-2.8512652,0.00059427606,0.0005969849,0.11078393
200000,1.9833131,0.00029999999,-0.11029411805793643,16.0,2.7664127,-0.11163955148547254,0.0021130943,-2.7643394,0.0007310699,0.0007473788,0.10725509
204000,1.9943745,0.00029999999,-0.11229946565898982,16.0,2.6842139,-0.1108886127934811,0.0037079728,-2.6830003,0.0010578133,0.0011015909,0.10388998
208000,1.9909114,0.00029999999,-0.10834590286716946,16.0,2.5964274,-0.10863579674921137,0.00283323,-2.6043208,0.0007955963,0.0007835673,0.10062417
212000,1.9789994,0.00029999999,-0.11078431413819392,16.0,2.5161848,-0.11091724993124352,0.0030232451,-2.5248835,0.0008087825,0.0008387523,0.09743853
