Steps,Policy/Entropy,Policy/Learning Rate,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Value Estimate,Policy/Extrinsic Reward,Losses/Value Loss,Losses/Policy Loss,Losses/Q1 Loss,Losses/Q2 Loss,Policy/Entropy Coeff
50000,1.9248418,0.00029999996,-0.13948717636939806,16.0,17.244942,-0.1410169453691628,0.2130223,-17.255596,0.060521994,0.05268859,0.3773708
52000,1.9172121,0.00029999996,-0.14769230439112738,16.0,17.4417,-0.14427350053929874,0.21415697,-17.445597,0.053184323,0.04422839,0.36836067
54000,1.9208106,0.00029999999,-0.13762711556786197,16.0,17.673431,-0.14033897953518368,0.30955,-17.619421,0.08172063,0.08545182,0.3593241
56000,1.9062039,0.00029999999,-0.13714285407747542,16.0,17.76848,-0.13559321705567634,0.30595466,-17.767462,0.099837326,0.07951593,0.35062236
58000,1.9137309,0.00029999999,-0.12923076634223646,16.0,17.90952,-0.13128204809294808,0.25008819,-17.910885,0.06783191,0.063008815,0.3422645
60000,1.9065651,0.00029999999,-0.1437288103467327,16.0,18.093275,-0.14237287792108827,0.24876516,-18.091715,0.06051657,0.06408304,0.33428267
62000,1.9203018,0.00029999999,-0.15593219990447416,16.0,18.262915,-0.15661016561217228,0.29746303,-18.214828,0.091938436,0.08780137,0.32660526
64000,1.9193758,0.00029999996,-0.14689654844074412,16.0,18.386372,-0.14837606416808236,0.18831395,-18.336325,0.052822113,0.04868122,0.31902257
66000,1.9141381,0.0003,-0.13898304774094436,16.0,18.479574,-0.138305080896717,0.24584147,-18.486643,0.082198136,0.07497494,0.31125382
68000,1.926833,0.00029999996,-0.14857142525059835,16.0,18.660889,-0.1464406743140544,0.1765845,-18.624277,0.041405912,0.03801452,0.30337346
70000,1.9097893,0.00029999999,-0.13517241077176456,16.0,18.710476,-0.13538461146701095,0.19862694,-18.729908,0.05201853,0.037970904,0.2959759
72000,1.919847,0.00029999999,-0.1310924340446456,16.0,18.879765,-0.13220338637040832,0.1835063,-18.855495,0.045351297,0.037721258,0.28892404
74000,1.9246063,0.0003,-0.15241378969673453,16.0,18.971258,-0.150427346300875,0.2146313,-18.974497,0.053611524,0.045580395,0.28178337
76000,1.9095099,0.00029999999,-0.11834710479275254,16.0,19.021328,-0.12135592911203029,0.18550558,-19.07998,0.041581605,0.045255877,0.27453798
78000,1.912897,0.00029999999,-0.15103447938273692,16.0,19.177553,-0.15186440275382188,0.22692569,-19.161533,0.0643164,0.057539932,0.2677777
80000,1.9159079,0.0003,-0.14148760014329076,16.0,19.19669,-0.13196580888878587,0.151506,-19.267782,0.03480164,0.03185639,0.26123306
82000,1.9211857,0.00029999996,-0.15228069835064703,16.0,19.346157,-0.1599999957923162,0.14037,-19.35048,0.026491145,0.035923593,0.25480473
84000,1.9209441,0.00029999999,-0.1449572617172176,16.0,19.514736,-0.14237287728968312,0.17688018,-19.460047,0.04016316,0.0352364,0.24888766
86000,1.9075128,0.00029999996,-0.15042734706503713,16.0,19.493847,-0.15247862881574875,0.17636482,-19.515501,0.041081708,0.032900516,0.24307002
88000,1.910249,0.00029999999,-0.13579831629240213,16.0,19.449356,-0.13762711493645685,0.16568013,-19.57128,0.03970516,0.03099125,0.23737197
90000,1.9187777,0.0003,-0.13743589436396575,16.0,19.710655,-0.13559321629799018,0.16529302,-19.641962,0.039107032,0.030796051,0.23179643
92000,1.9226567,0.00029999999,-0.12923076634223646,16.0,19.690918,-0.12854700503695723,0.144352,-19.70315,0.03316788,0.029022947,0.22623393
94000,1.9241492,0.00029999999,-0.15932203033718012,16.0,19.740427,-0.16067796187885738,0.14440016,-19.771267,0.03297894,0.030196434,0.22079901
96000,1.91629,0.00029999999,-0.14466666343311468,16.0,19.817816,-0.14237287754224517,0.15735145,-19.850933,0.038445454,0.028749293,0.2153079
98000,1.9226981,0.0003,-0.14052173598952916,16.0,19.852314,-0.1429059790749835,0.1591857,-19.88186,0.039631035,0.030825175,0.21007805
100000,1.9174991,0.00029999999,-0.14252100521776856,16.0,19.886742,-0.13966101332236144,0.112637214,-19.918098,0.027532374,0.02360209,0.20515458
102000,1.9325852,0.00029999999,-0.15111110773351458,16.0,19.991707,-0.1511864371724048,0.117193945,-19.988464,0.023069018,0.028169988,0.20027038
104000,1.9161712,0.00029999999,-0.12907562736703568,16.0,20.066338,-0.13059828729711026,0.11751959,-20.02612,0.027524356,0.022966793,0.19552907
106000,1.9152212,0.00029999999,-0.13898304774094436,16.0,19.972452,-0.13762711531529992,0.12137422,-20.055595,0.031663947,0.021817056,0.19081518
108000,1.9175948,0.0003,-0.13931034171375736,16.0,20.103447,-0.14085469719691154,0.13468447,-20.098143,0.029933024,0.027940162,0.18621121
110000,1.9207659,0.00029999996,-0.13378150961479218,16.0,20.104013,-0.1322033862441273,0.13736948,-20.141897,0.03677662,0.02624307,0.18137388
112000,1.9133348,0.00029999999,-0.13793103139975976,16.0,20.165241,-0.13966101370120454,0.14638342,-20.18865,0.03145314,0.03422964,0.17635235
114000,1.9061455,0.00029999996,-0.1381196550324432,16.0,20.192575,-0.13606837277229017,0.1414812,-20.206211,0.035599157,0.028949969,0.17148508
116000,1.9230918,0.00029999999,-0.14847457295252106,16.0,20.238241,-0.15050847032817743,0.12967047,-20.236574,0.027304407,0.027626868,0.16690752
118000,1.9055889,0.00029999999,-0.1366666636119286,16.0,20.227163,-0.13423728437746985,0.11963597,-20.249111,0.027049202,0.024226967,0.16277555
120000,1.9365216,0.00029999999,-0.15310344485373334,16.0,20.278673,-0.15658119244453234,0.13625497,-20.28649,0.03201558,0.024204645,0.15876225
122000,1.9185095,0.00029999996,-0.1435897403802627,16.0,20.283443,-0.14169491170826604,0.14925428,-20.29695,0.032584608,0.027096847,0.15487763
124000,1.9303968,0.00029999996,-0.13714285407747542,16.0,20.263166,-0.13559321692939533,0.12155494,-20.28927,0.029375428,0.024506072,0.15110533
126000,1.9154731,0.00029999999,-0.12840335847449905,16.0,20.308758,-0.12991452637391213,0.104831055,-20.297615,0.0213608,0.023329822,0.14725241
128000,1.9137243,0.00029999999,-0.14655461857298843,16.0,20.261154,-0.14372880996788961,0.108974785,-20.302834,0.026288178,0.019896967,0.14318271
130000,1.9039605,0.00029999999,-0.12771929539086527,16.0,20.324259,-0.13152542066271022,0.09602418,-20.31366,0.021877734,0.017340738,0.13940632
132000,1.9242542,0.00029999999,-0.14222221904330784,16.0,20.283445,-0.14085469681483048,0.103232056,-20.30999,0.02342233,0.020071382,0.13581184
134000,1.9085714,0.00029999999,-0.13579831629240213,16.0,20.316319,-0.13355931879605276,0.10854972,-20.312464,0.02510444,0.019541416,0.13212459
136000,1.9229918,0.00029999999,-0.15126050082074494,16.0,20.30121,-0.15389830063460236,0.09583628,-20.307266,0.020792944,0.019118166,0.12846223
138000,1.9100477,0.00029999999,-0.15165217052335325,16.0,20.322512,-0.14905982483655977,0.09040014,-20.312487,0.020453602,0.017592903,0.12510827
140000,1.918521,0.0003,-0.14214875715330613,16.0,20.263475,-0.14576270759610807,0.07794299,-20.298399,0.018078255,0.01565911,0.12185914
142000,1.9132296,0.00029999999,-0.1368421022044985,16.0,20.272734,-0.1374358939818847,0.09016224,-20.272577,0.020920902,0.017303644,0.11837794
144000,1.917466,0.0003,-0.15389830164485058,16.0,20.288673,-0.15525423293396579,0.09380799,-20.277508,0.022654688,0.017645199,0.11521153
146000,1.9188122,0.00029999996,-0.14101694600056794,16.0,20.257936,-0.13627118288965548,0.0698138,-20.247221,0.0187731,0.013723389,0.11225688
148000,1.92539,0.00029999996,-0.15457626773139177,16.0,20.224192,-0.15794871378148723,0.088803954,-20.246046,0.018881565,0.019070156,0.10937328
150000,1.9188907,0.00029999999,-0.13470085169005597,16.0,20.161959,-0.13288135258323056,0.070616305,-20.206785,0.017435562,0.012455708,0.10661049
152000,1.9128628,0.00029999999,-0.13647058518493876,16.0,20.167118,-0.13762711506273786,0.075710565,-20.18649,0.014537269,0.017838333,0.103826836
154000,1.9218277,0.00029999999,-0.14896551391174054,16.0,20.153027,-0.1476923037543256,0.08402217,-20.172703,0.021994248,0.01577218,0.101163186
156000,1.9123234,0.00029999999,-0.12610169209666172,16.0,20.140028,-0.12406779371075712,0.064726114,-20.14111,0.016522728,0.013777897,0.09860803
158000,1.9236327,0.00029999999,-0.12369747622674253,16.0,20.08286,-0.12949152177168152,0.08394626,-20.121696,0.02235525,0.017822128,0.09606331
160000,1.9127841,0.00029999999,-0.11999999731779099,16.0,20.059032,-0.11760683434131818,0.09964681,-20.072912,0.02485635,0.023069035,0.0936817
162000,1.9007581,0.00029999999,-0.11525423471200263,16.0,20.033672,-0.11457626849918043,0.12151771,-20.049765,0.028792959,0.023875562,0.09144591
164000,1.8464508,0.00029999999,-0.10758620449181261,16.0,19.964487,-0.1071186410421032,0.13274863,-20.018812,0.035288773,0.022302415,0.08921366
166000,1.8905168,0.00029999999,-0.11799999736249447,16.0,19.95371,-0.11965811660147121,0.12274052,-19.965454,0.02262649,0.024431206,0.08705045
168000,1.9035777,0.0003,-0.116551721532797,16.0,19.908909,-0.11457626812033735,0.104978226,-19.946495,0.02146606,0.020304156,0.084919676
170000,1.9222921,0.00029999999,-0.12599999718368055,16.0,19.89853,-0.12542372575755847,0.08115122,-19.895226,0.015772413,0.015952941,0.08258423
172000,1.9212974,0.00029999999,-0.10315789243108348,16.0,19.845764,-0.10735042456887726,0.07282777,-19.857473,0.014131621,0.016156614,0.08019606
174000,1.9112664,0.00029999996,-0.1203361317640593,16.0,19.812017,-0.11864406463958449,0.07195319,-19.814669,0.015760897,0.013816828,0.07807129
176000,1.9269575,0.00029999999,-0.13172413498677057,16.0,19.744648,-0.12991452650127247,0.05496311,-19.775688,0.013831173,0.009441576,0.076036386
178000,1.9208833,0.00029999996,-0.12100840065659595,16.0,19.695166,-0.11796609880560535,0.04537837,-19.730312,0.011721817,0.008045594,0.07405462
180000,1.8970536,0.00029999999,-0.11965811698355226,16.0,19.671999,-0.12338982699281079,0.044978365,-19.6743,0.010819026,0.008604343,0.07217987
182000,1.8972087,0.00029999996,-0.10406779415779195,15.991525423728813,19.637495,-0.10495726229288639,0.049191225,-19.649403,0.01080579,0.010133496,0.070379615
184000,1.9198443,0.00029999999,-0.12271186166395576,16.0,19.566994,-0.12067796264664601,0.06737167,-19.604486,0.014357783,0.013931649,0.06863524
186000,1.9099289,0.00029999999,-0.11294117394615621,16.0,19.531965,-0.11322033619981701,0.07504118,-19.543137,0.018782405,0.012452159,0.0669629
188000,1.9127864,0.00029999999,-0.12482758341678257,16.0,19.492174,-0.12444444115345295,0.08689355,-19.509104,0.019275595,0.015184002,0.06534205
190000,1.8988961,0.00029999999,-0.12235293844166924,16.0,19.442049,-0.12406779345819506,0.084289,-19.452103,0.020127684,0.01786606,0.06367956
192000,1.908601,0.00029999999,-0.1110344802768066,16.0,19.40699,-0.11186440427929668,0.078872405,-19.407839,0.015802778,0.018681895,0.06212414
194000,1.9234731,0.00029999999,-0.12991452701071388,16.0,19.326077,-0.12991452637391213,0.08907785,-19.345303,0.026892483,0.026500793,0.0605424
196000,1.901811,0.00029999999,-0.1105084721062143,16.0,19.30902,-0.10983050576711105,0.038004752,-19.291584,0.009669771,0.007232942,0.058895167
198000,1.9122058,0.00029999996,-0.12338982775049695,16.0,19.256535,-0.12406779333191403,0.13974024,-19.245264,0.048520677,0.044726536,0.05734417
200000,1.9130238,0.00029999999,-0.12170939898898459,16.0,19.124594,-0.11897435593299377,0.049720414,-19.165464,0.0154050235,0.0061852196,0.055690806
202000,1.9266115,0.00029999999,-0.11697478730137609,16.0,19.059217,-0.1179660985530433,0.027125878,-19.08743,0.0050848685,0.007826721,0.053879008
204000,1.9144952,0.00029999999,-0.13024793097302934,16.0,18.982616,-0.13355931829092865,0.03372058,-18.994295,0.0068714963,0.00873673,0.05177183
206000,1.919497,0.00029999999,-0.11610619209508981,16.0,18.916252,-0.11623931338644436,0.04718923,-18.906563,0.011027316,0.009517213,0.04957933
208000,1.9049864,0.00029999996,-0.12235293844166924,16.0,18.78817,-0.11932203123124979,0.06465104,-18.808458,0.016179956,0.011353362,0.04756583
210000,1.891192,0.00029999999,-0.10529914294552599,16.0,18.660294,-0.10576270937414492,0.06406816,-18.700993,0.018363617,0.021713227,0.045582253
212000,1.8948076,0.0003,-0.1142857117312295,16.0,18.58726,-0.112136749120859,0.050651833,-18.589596,0.012223755,0.010555523,0.0436761
214000,1.9035192,0.00029999999,-0.10940170695639065,16.0,18.458735,-0.11457626812033735,0.059731856,-18.493675,0.014254023,0.013995073,0.041806024
216000,1.9133581,0.00029999996,-0.12482758341678257,16.0,18.338926,-0.12034187676050724,0.06109263,-18.37263,0.018267462,0.010761622,0.040009696
218000,1.896544,0.00029999996,-0.10237287906772,16.0,18.236368,-0.106440674955562,0.07383303,-18.25135,0.015427477,0.017161066,0.03836107
220000,1.8484213,0.00029999999,-0.1077966076337685,15.983050847457626,18.089827,-0.10305084452285605,0.13014859,-18.136644,0.03399336,0.033822373,0.036768984
222000,1.2105653,0.00029999999,-0.22305084247205217,16.0,17.849932,-0.22508473757465006,0.15416631,-17.930578,0.037172623,0.022688882,0.035749275
224000,1.186553,0.00029999996,-0.2584615326844729,16.0,17.771852,-0.25641024813183355,0.07092515,-17.76217,0.019166764,0.016189577,0.0355981
226000,1.2028928,0.00029999999,-0.2569491467991118,16.0,17.63171,-0.25762711036003244,0.04192762,-17.61789,0.013990042,0.012870785,0.03541721
228000,1.1973567,0.00029999999,-0.2680341820431571,16.0,17.50259,-0.2687179400370671,0.02286602,-17.488552,0.00517503,0.0044305096,0.035202667
230000,1.2026798,0.0003,-0.2684297460662432,16.0,17.399998,-0.26779660140558825,0.02474997,-17.36193,0.005238079,0.0049629947,0.0349456
232000,1.2056762,0.00029999999,-0.2796521676623303,16.0,17.269949,-0.27932202538191264,0.039159555,-17.245028,0.006655338,0.00811272,0.034608327
234000,1.1872381,0.00029999999,-0.2687179427116345,16.0,17.114752,-0.2700854622655445,0.09118302,-17.10976,0.023360517,0.01792179,0.03418167
236000,1.194517,0.0003,-0.2618181759660894,16.0,16.979404,-0.2589830429119579,0.036358766,-16.969799,0.007870569,0.006021086,0.033687584
238000,1.2093132,0.00029999999,-0.2546086899612261,16.0,16.858051,-0.2562711785657931,0.016619695,-16.847122,0.0034096807,0.0042174873,0.033153456
240000,1.1818489,0.00029999996,-0.2700854640485894,16.0,16.76135,-0.27008546175610304,0.011840702,-16.73445,0.0026083302,0.0035922984,0.03257493
242000,1.1944267,0.00029999999,-0.2843697415430005,16.0,16.631683,-0.28542372053962645,0.014182663,-16.621748,0.0024371378,0.0047722687,0.031909212
244000,1.2009428,0.00029999999,-0.25572649001056313,16.0,16.492886,-0.25627117742926386,0.0148896165,-16.492735,0.0020671743,0.005403086,0.031086568
246000,1.1786981,0.00029999999,-0.26711863809722963,16.0,16.369537,-0.26735041971899504,0.016006034,-16.366188,0.0032736638,0.004413356,0.03019972
248000,1.1634713,0.00029999999,-0.25572649001056313,16.0,16.257257,-0.2549152457613056,0.030720288,-16.247858,0.007090138,0.005670432,0.029303562
250000,1.1993431,0.00029999999,-0.268474570270312,16.0,16.093817,-0.2677966025421175,0.07652297,-16.119076,0.022472952,0.01575696,0.028405653
252000,1.2036232,0.00029999996,-0.2603389772318177,16.0,15.977239,-0.25914529144254506,0.03980879,-15.993568,0.008415638,0.009353046,0.027434723
254000,1.1942024,0.00029999996,-0.25914529335295033,16.0,15.861348,-0.25966100912478013,0.011774445,-15.873221,0.00232682,0.004005238,0.0263233
256000,1.1958191,0.00029999999,-0.2628571369818279,16.0,15.7548895,-0.2616949066267175,0.0054586963,-15.754082,0.0017745001,0.0020147958,0.02521346
258000,1.1734376,0.00029999996,-0.2765517179565183,16.0,15.632357,-0.28034187152854395,0.031208249,-15.6408205,0.010930167,0.010911524,0.02416851
260000,1.1803325,0.0003,-0.26576270592414725,16.0,15.522913,-0.2657627039036508,0.020352915,-15.529247,0.005102992,0.0046156454,0.023172578
262000,1.1803004,0.00029999999,-0.2776068314018413,16.0,15.409444,-0.2755555473586433,0.014929988,-15.419177,0.0041572037,0.003414622,0.022166813
264000,1.2072096,0.0003,-0.26689075033704773,16.0,15.299635,-0.26779660115302617,0.0035461548,-15.301511,0.0014288956,0.001412793,0.02106322
266000,1.1949273,0.00029999999,-0.28369747265046386,16.0,15.191276,-0.28203388909667226,0.002695318,-15.188708,0.0012675788,0.0012508202,0.02003278
268000,1.2076924,0.00029999996,-0.2699130374452342,16.0,15.068249,-0.27282050417529213,0.0027475683,-15.078607,0.0012699524,0.001246605,0.019098137
270000,1.1984171,0.00029999999,-0.27457626504918276,16.0,14.966956,-0.2732203307293229,0.002934552,-14.968218,0.0012958588,0.0012669112,0.018211596
272000,1.1817226,0.00029999999,-0.2786440615684299,16.0,14.850974,-0.27796609320883026,0.0039773025,-14.856515,0.0016191258,0.0015722062,0.017369317
274000,1.1965821,0.00029999996,-0.2680341820431571,16.0,14.735412,-0.26871794041914815,0.0039447527,-14.741056,0.0016213432,0.0015597322,0.016580082
276000,1.2002736,0.0003,-0.24605041466841177,16.0,14.630738,-0.24610168764651832,0.004995933,-14.632929,0.0019053663,0.0018382316,0.01584019
278000,1.2083228,0.0003,-0.2772881293953475,16.0,14.510066,-0.2759321959594549,0.015602152,-14.516257,0.0049493834,0.003992594,0.015127133
280000,1.175427,0.00029999996,-0.274188028059454,16.0,14.391789,-0.27760682923671526,0.04793323,-14.39457,0.013514184,0.012878188,0.014454897
282000,1.1767068,0.00029999999,-0.28705881711314707,16.0,14.229307,-0.2820338893492343,0.0887976,-14.286299,0.021060783,0.020252153,0.0138270585
284000,1.2103553,0.00029999999,-0.26551723544453754,16.0,14.090141,-0.26847456749212945,0.1532919,-14.21697,0.028470553,0.026440881,0.013230001
286000,1.2024145,0.00029999999,-0.2648739436594378,16.0,14.114522,-0.26393161548508537,0.03165342,-14.123798,0.0053604073,0.0055152327,0.012654061
288000,1.2012328,0.00029999999,-0.2687179427116345,16.0,14.010957,-0.2677966015318693,0.0023871183,-14.016493,0.0010343773,0.0010619774,0.012093237
290000,1.211108,0.00029999999,-0.25355931636640583,16.0,13.905132,-0.2583050768254167,0.002080076,-13.905035,0.0009915377,0.0010086077,0.011560603
292000,1.1901226,0.00029999999,-0.2679999940097332,16.0,13.794775,-0.26529913784092307,0.002374309,-13.797245,0.0010162652,0.0010369002,0.011065632
294000,1.2080752,0.00029999999,-0.27269564607869023,16.0,13.691788,-0.273220330981885,0.0023756525,-13.69171,0.0010687584,0.0010915946,0.010603652
296000,1.1991639,0.00029999999,-0.25862068387454956,16.0,13.57402,-0.2605128125247792,0.0022840183,-13.58711,0.0010492245,0.001079904,0.010163226
298000,1.1992114,0.00029999999,-0.26115701895607407,16.0,13.476659,-0.25559321247925193,0.003000975,-13.476678,0.0011585449,0.0011844137,0.009719115
300000,1.2119324,0.00029999999,-0.2639316180322924,16.0,13.371286,-0.2677966026683985,0.003806881,-13.365554,0.0012861947,0.001345827,0.009294282
302000,1.1828774,0.00029999996,-0.2573912985946821,16.0,13.256606,-0.2557264869539147,0.0031998083,-13.262689,0.0012460649,0.0013000483,0.0089062415
304000,1.2004163,0.00029999999,-0.24873949023855835,16.0,13.158045,-0.25152541583372373,0.0035377566,-13.158908,0.0012858572,0.0013433661,0.008537817
306000,1.1964042,0.00029999999,-0.2721367460540217,16.0,13.037529,-0.2711864323434183,0.0076770848,-13.05427,0.0020144212,0.0022924084,0.008181891
308000,1.1986349,0.00029999999,-0.2601680614116813,16.0,12.902099,-0.25709400905503166,0.022595698,-12.93909,0.004802949,0.0054412023,0.007826988
310000,1.1924404,0.00029999999,-0.26275861481654234,16.0,12.817032,-0.26305083917864297,0.022807108,-12.820087,0.005523469,0.004931309,0.0074885255
312000,1.1705325,0.00029999999,-0.2810083970803173,16.0,12.72637,-0.2806779581864001,0.01893485,-12.715114,0.005248131,0.003993837,0.0071726087
314000,1.188752,0.00029999996,-0.2639316180322924,16.0,12.590683,-0.2652991369494006,0.02540041,-12.6093,0.006907686,0.005319805,0.0068745925
316000,1.2196395,0.00029999999,-0.2605128146899052,16.0,12.496879,-0.26169490814208984,0.019436024,-12.507652,0.005281973,0.004361601,0.0065937727
318000,1.1905047,0.0003,-0.271864400703018,16.0,12.397228,-0.2698305000440549,0.020926895,-12.401277,0.0056106374,0.004917553,0.0063056718
320000,1.1965816,0.00029999999,-0.274188028059454,16.0,12.296053,-0.27555554697656226,0.029878981,-12.2944145,0.0076642614,0.0068012527,0.0060300697
322000,1.1881429,0.0003,-0.250578506795828,16.0,12.1684885,-0.25084744962090155,0.03778102,-12.184626,0.009632344,0.008438648,0.0057784487
324000,1.1823689,0.00029999999,-0.28382608061251435,16.0,12.090007,-0.2813559231364121,0.038459428,-12.083475,0.009947429,0.008737095,0.0055387607
326000,1.1910977,0.00029999996,-0.286495720092048,16.0,11.973065,-0.28854699904083186,0.036980372,-11.984276,0.009047884,0.008250517,0.005309192
328000,1.2052788,0.00029999999,-0.27322033287610037,16.0,11.864827,-0.27186439767227333,0.031732798,-11.885119,0.008025835,0.0071765943,0.005083828
330000,1.1913458,0.00029999999,-0.26756301922958436,16.0,11.765,-0.26735041920955366,0.03144981,-11.772372,0.007583228,0.0067449785,0.004862609
332000,1.195751,0.00029999999,-0.26620689060153635,16.0,11.670092,-0.2664406702427541,0.023825448,-11.674757,0.005918722,0.005210313,0.0046593817
334000,1.1886646,0.0003,-0.2726666605720917,16.0,11.576382,-0.2718643983036785,0.015495566,-11.5743065,0.0039032563,0.003662252,0.0044688666
336000,1.1898648,0.00029999996,-0.2692173852868702,16.0,11.469184,-0.27076922280666155,0.009420539,-11.478985,0.002706349,0.0023877295,0.004281834
338000,1.1936904,0.00029999999,-0.2467796555009939,16.0,11.368717,-0.24813558577986086,0.006005354,-11.3787365,0.0018083835,0.0017221449,0.004100693
340000,1.1816565,0.00029999999,-0.2648739436594378,16.0,11.286132,-0.2623728730921018,0.0040988736,-11.283268,0.0014721005,0.0014278003,0.003926758
342000,1.2171674,0.00029999999,-0.2537930977755579,16.0,11.188513,-0.2550427274316804,0.007203728,-11.185703,0.0021164322,0.002111467,0.0037619693
344000,1.2079651,0.00029999996,-0.28866666021446385,16.0,11.086428,-0.2888135513511755,0.0148473345,-11.091814,0.004171357,0.003730539,0.003608255
346000,1.2160538,0.00029999999,-0.26551723544453754,16.0,10.989689,-0.26508473769082863,0.018585455,-10.997272,0.0050924006,0.0046676174,0.003457867
348000,1.1920474,0.00029999996,-0.2728205067224992,16.0,10.896654,-0.2728205043026525,0.017707514,-10.896506,0.0052813045,0.0044657113,0.0033091365
350000,1.2046794,0.00029999999,-0.28338982417421826,16.0,10.798582,-0.2820338903594825,0.015735975,-10.799571,0.00466945,0.003970491,0.0031691482
352000,1.1746873,0.00029999996,-0.2710743741063047,16.0,10.67931,-0.2711864327222614,0.015330213,-10.70415,0.004721936,0.004143297,0.0030378401
354000,1.1765364,0.00029999999,-0.2652631519656432,16.0,10.591566,-0.2680341789865086,0.017605316,-10.605314,0.0055065705,0.004787291,0.002914351
356000,1.1842352,0.00029999999,-0.2888135528665478,16.0,10.48182,-0.28542372053962645,0.040119633,-10.510742,0.011320501,0.00859034,0.0027934343
358000,1.1885746,0.00029999996,-0.2589830450587354,16.0,10.349018,-0.2603389742010731,0.066645734,-10.40863,0.019162282,0.009495819,0.002673221
360000,1.204705,0.00029999999,-0.2652991393692473,16.0,10.286025,-0.2659828976178781,0.010013993,-10.303807,0.0015324004,0.003989201,0.0025600358
362000,1.1918628,0.00029999996,-0.27294117036987753,16.0,10.194176,-0.2718643995664887,0.0027439387,-10.206087,0.0010069523,0.0013416648,0.0024531423
364000,1.1735983,0.00029999996,-0.2799999937415123,16.0,10.106553,-0.2803418710191026,0.002354646,-10.115352,0.0010261151,0.0011457696,0.0023529797
